# "agency"="noaa"
# "unit"="meters"
# "datum"="NAVD"
# "station_id"="9414290"
# "item"="elev"
# "timezone"="LST"
# "source"="http://tidesandcurrents.noaa.gov/"
Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2019-12-12 11:54,1.926,0.055,0,0,0,0,v
2019-12-12 12:00,1.898,0.048,0,0,0,0,v
2019-12-12 12:06,1.862,0.048,0,0,0,0,v
2019-12-12 12:12,1.822,0.049,0,0,0,0,v
2019-12-12 12:18,1.780,0.053,0,0,0,0,v
2019-12-12 12:24,1.752,0.044,0,0,0,0,v
2019-12-12 12:30,1.720,0.043,0,0,0,0,v
2019-12-12 12:36,1.674,0.052,0,0,0,0,v
2019-12-12 12:42,1.625,0.054,0,0,0,0,v
2019-12-12 12:48,1.580,0.042,0,0,0,0,v
2019-12-12 12:54,1.533,0.046,0,0,0,0,v
2019-12-12 13:00,1.473,0.039,0,0,0,0,v
2019-12-12 13:06,1.431,0.051,0,0,0,0,v
2019-12-12 13:12,1.376,0.048,0,0,0,0,v
2019-12-12 13:18,1.319,0.042,0,0,0,0,v
2019-12-12 13:24,1.281,0.038,0,0,0,0,v
2019-12-12 13:30,1.233,0.042,0,0,0,0,v
2019-12-12 13:36,1.177,0.042,0,0,0,0,v
2019-12-12 13:42,1.125,0.056,0,0,0,0,v
2019-12-12 13:48,1.054,0.052,0,0,0,0,v
2019-12-12 13:54,1.001,0.062,0,0,0,0,v
2019-12-12 14:00,0.943,0.044,0,0,0,0,v
2019-12-12 14:06,0.893,0.050,0,0,0,0,v
2019-12-12 14:12,0.836,0.050,0,0,0,0,v
2019-12-12 14:18,0.786,0.066,0,0,0,0,v
2019-12-12 14:24,0.724,0.067,0,0,0,0,v
2019-12-12 14:30,0.664,0.066,0,0,0,0,v
2019-12-12 14:36,0.634,0.060,0,0,0,0,v
2019-12-12 14:42,0.588,0.058,0,0,0,0,v
2019-12-12 14:48,0.521,0.055,0,0,0,0,v
2019-12-12 14:54,0.479,0.059,0,0,0,0,v
2019-12-12 15:00,0.430,0.054,0,0,0,0,v
2019-12-12 15:06,0.383,0.051,0,0,0,0,v
2019-12-12 15:12,0.350,0.071,0,0,0,0,v
2019-12-12 15:18,0.320,0.071,0,0,0,0,v
2019-12-12 15:24,0.279,0.080,0,0,0,0,v
2019-12-12 15:30,0.252,0.056,0,0,0,0,v
2019-12-12 15:36,0.180,0.067,0,0,0,0,v
2019-12-12 15:42,0.169,0.054,0,0,0,0,v
2019-12-12 15:48,0.134,0.055,0,0,0,0,v
2019-12-12 15:54,0.080,0.080,0,0,0,0,v
2019-12-12 16:00,0.037,0.076,0,0,0,0,v
2019-12-12 16:06,-0.002,0.054,0,0,0,0,v
2019-12-12 16:12,-0.021,0.067,0,0,0,0,v
2019-12-12 16:18,-0.055,0.066,0,0,0,0,v
2019-12-12 16:24,-0.100,0.080,0,0,0,0,v
2019-12-12 16:30,-0.118,0.064,0,0,0,0,v
2019-12-12 16:36,-0.112,0.080,0,0,0,0,v
2019-12-12 16:42,-0.176,0.080,0,0,0,0,v
2019-12-12 16:48,-0.158,0.082,0,0,0,0,v
2019-12-12 16:54,-0.179,0.062,0,0,0,0,v
2019-12-12 17:00,-0.186,0.085,0,0,0,0,v
2019-12-12 17:06,-0.219,0.089,0,0,0,0,v
2019-12-12 17:12,-0.229,0.056,0,0,0,0,v
2019-12-12 17:18,-0.215,0.064,0,0,0,0,v
2019-12-12 17:24,-0.227,0.065,0,0,0,0,v
2019-12-12 17:30,-0.245,0.057,0,0,0,0,v
2019-12-12 17:36,-0.258,0.062,0,0,0,0,v
2019-12-12 17:42,-0.256,0.057,0,0,0,0,v
2019-12-12 17:48,-0.239,0.066,0,0,0,0,v
2019-12-12 17:54,-0.238,0.077,0,0,0,0,v
2019-12-12 18:00,-0.255,0.065,0,0,0,0,v
2019-12-12 18:06,-0.244,0.086,0,0,0,0,v
2019-12-12 18:12,-0.234,0.066,0,0,0,0,v
2019-12-12 18:18,-0.259,0.057,0,0,0,0,v
2019-12-12 18:24,-0.231,0.065,0,0,0,0,v
2019-12-12 18:30,-0.225,0.077,0,0,0,0,v
2019-12-12 18:36,-0.193,0.078,0,0,0,0,v
2019-12-12 18:42,-0.168,0.071,0,0,0,0,v
2019-12-12 18:48,-0.176,0.075,0,0,0,0,v
2019-12-12 18:54,-0.121,0.061,0,0,0,0,v
2019-12-12 19:00,-0.094,0.066,0,0,0,0,v
2019-12-12 19:06,-0.079,0.068,0,0,0,0,v
2019-12-12 19:12,-0.044,0.062,0,0,0,0,v
2019-12-12 19:18,-0.020,0.074,0,0,0,0,v
2019-12-12 19:24,-0.017,0.062,0,0,0,0,v
2019-12-12 19:30,0.026,0.079,0,0,0,0,v
2019-12-12 19:36,0.052,0.082,0,0,0,0,v
2019-12-12 19:42,0.064,0.056,0,0,0,0,v
2019-12-12 19:48,0.105,0.067,0,0,0,0,v
2019-12-12 19:54,0.152,0.062,0,0,0,0,v
2019-12-12 20:00,0.177,0.052,0,0,0,0,v
2019-12-12 20:06,0.200,0.058,0,0,0,0,v
2019-12-12 20:12,0.257,0.056,0,0,0,0,v
2019-12-12 20:18,0.272,0.061,0,0,0,0,v
2019-12-12 20:24,0.302,0.072,0,0,0,0,v
2019-12-12 20:30,0.370,0.052,0,0,0,0,v
2019-12-12 20:36,0.416,0.093,0,0,0,0,v
2019-12-12 20:42,0.454,0.072,0,0,0,0,v
2019-12-12 20:48,0.488,0.076,0,0,0,0,v
2019-12-12 20:54,0.489,0.070,0,0,0,0,v
2019-12-12 21:00,0.565,0.078,0,0,0,0,v
2019-12-12 21:06,0.589,0.074,0,0,0,0,v
2019-12-12 21:12,0.637,0.071,0,0,0,0,v
2019-12-12 21:18,0.675,0.091,0,0,0,0,v
2019-12-12 21:24,0.693,0.047,0,0,0,0,v
2019-12-12 21:30,0.737,0.054,0,0,0,0,v
2019-12-12 21:36,0.725,0.088,0,0,0,0,v
2019-12-12 21:42,0.789,0.067,0,0,0,0,v
2019-12-12 21:48,0.832,0.063,0,0,0,0,v
2019-12-12 21:54,0.860,0.065,0,0,0,0,v
2019-12-12 22:00,0.887,0.077,0,0,0,0,v
2019-12-12 22:06,0.948,0.057,0,0,0,0,v
2019-12-12 22:12,0.958,0.069,0,0,0,0,v
2019-12-12 22:18,1.006,0.066,0,0,0,0,v
2019-12-12 22:24,1.052,0.059,0,0,0,0,v
2019-12-12 22:30,1.045,0.061,0,0,0,0,v
2019-12-12 22:36,1.107,0.079,0,0,0,0,v
2019-12-12 22:42,1.113,0.063,0,0,0,0,v
2019-12-12 22:48,1.179,0.057,0,0,0,0,v
2019-12-12 22:54,1.182,0.067,0,0,0,0,v
2019-12-12 23:00,1.219,0.060,0,0,0,0,v
2019-12-12 23:06,1.243,0.061,0,0,0,0,v
2019-12-12 23:12,1.267,0.055,0,0,0,0,v
2019-12-12 23:18,1.292,0.063,0,0,0,0,v
2019-12-12 23:24,1.316,0.058,0,0,0,0,v
2019-12-12 23:30,1.338,0.059,0,0,0,0,v
2019-12-12 23:36,1.325,0.061,0,0,0,0,v
2019-12-12 23:42,1.383,0.061,0,0,0,0,v
2019-12-12 23:48,1.410,0.063,0,0,0,0,v
2019-12-12 23:54,1.413,0.065,0,0,0,0,v
2019-12-13 00:00,1.426,0.067,0,0,0,0,v
2019-12-13 00:06,1.436,0.055,0,0,0,0,v
2019-12-13 00:12,1.450,0.059,0,0,0,0,v
2019-12-13 00:18,1.462,0.064,0,0,0,0,v
2019-12-13 00:24,1.492,0.059,0,0,0,0,v
2019-12-13 00:30,1.475,0.073,0,0,0,0,v
2019-12-13 00:36,1.461,0.067,0,0,0,0,v
2019-12-13 00:42,1.470,0.047,0,0,0,0,v
2019-12-13 00:48,1.480,0.065,0,0,0,0,v
2019-12-13 00:54,1.462,0.062,0,0,0,0,v
2019-12-13 01:00,1.457,0.053,0,0,0,0,v
2019-12-13 01:06,1.485,0.056,0,0,0,0,v
2019-12-13 01:12,1.501,0.080,0,0,0,0,v
2019-12-13 01:18,1.505,0.059,0,0,0,0,v
2019-12-13 01:24,1.500,0.061,0,0,0,0,v
2019-12-13 01:30,1.480,0.057,0,0,0,0,v
2019-12-13 01:36,1.467,0.055,0,0,0,0,v
2019-12-13 01:42,1.453,0.065,0,0,0,0,v
2019-12-13 01:48,1.445,0.061,0,0,0,0,v
2019-12-13 01:54,1.426,0.063,0,0,0,0,v
2019-12-13 02:00,1.451,0.060,0,0,0,0,v
2019-12-13 02:06,1.424,0.052,0,0,0,0,v
2019-12-13 02:12,1.405,0.073,0,0,0,0,v
2019-12-13 02:18,1.387,0.073,0,0,0,0,v
2019-12-13 02:24,1.388,0.077,0,0,0,0,v
2019-12-13 02:30,1.364,0.088,0,0,0,0,v
2019-12-13 02:36,1.341,0.080,0,0,0,0,v
2019-12-13 02:42,1.339,0.056,0,0,0,0,v
2019-12-13 02:48,1.318,0.068,0,0,0,0,v
2019-12-13 02:54,1.288,0.062,0,0,0,0,v
2019-12-13 03:00,1.271,0.056,0,0,0,0,v
2019-12-13 03:06,1.236,0.057,0,0,0,0,v
2019-12-13 03:12,1.240,0.053,0,0,0,0,v
2019-12-13 03:18,1.201,0.065,0,0,0,0,v
2019-12-13 03:24,1.205,0.066,0,0,0,0,v
2019-12-13 03:30,1.159,0.058,0,0,0,0,v
2019-12-13 03:36,1.169,0.061,0,0,0,0,v
2019-12-13 03:42,1.126,0.072,0,0,0,0,v
2019-12-13 03:48,1.115,0.060,0,0,0,0,v
2019-12-13 03:54,1.111,0.060,0,0,0,0,v
2019-12-13 04:00,1.066,0.058,0,0,0,0,v
2019-12-13 04:06,1.072,0.054,0,0,0,0,v
2019-12-13 04:12,1.035,0.054,0,0,0,0,v
2019-12-13 04:18,1.013,0.055,0,0,0,0,v
2019-12-13 04:24,1.032,0.065,0,0,0,0,v
2019-12-13 04:30,1.011,0.065,0,0,0,0,v
2019-12-13 04:36,1.012,0.057,0,0,0,0,v
2019-12-13 04:42,0.995,0.066,0,0,0,0,v
2019-12-13 04:48,0.994,0.065,0,0,0,0,v
2019-12-13 04:54,1.000,0.051,0,0,0,0,v
2019-12-13 05:00,1.001,0.050,0,0,0,0,v
2019-12-13 05:06,0.976,0.060,0,0,0,0,v
2019-12-13 05:12,0.970,0.064,0,0,0,0,v
2019-12-13 05:18,0.982,0.068,0,0,0,0,v
2019-12-13 05:24,0.962,0.067,0,0,0,0,v
2019-12-13 05:30,1.007,0.081,0,0,0,0,v
2019-12-13 05:36,1.003,0.099,0,0,0,0,v
2019-12-13 05:42,1.007,0.066,0,0,0,0,v
2019-12-13 05:48,1.016,0.061,0,0,0,0,v
2019-12-13 05:54,0.989,0.064,0,0,0,0,v
2019-12-13 06:00,0.973,0.051,0,0,0,0,v
2019-12-13 06:06,1.006,0.068,0,0,0,0,v
2019-12-13 06:12,1.016,0.074,0,0,0,0,v
2019-12-13 06:18,1.041,0.078,0,0,0,0,v
2019-12-13 06:24,1.080,0.068,0,0,0,0,v
2019-12-13 06:30,1.103,0.075,0,0,0,0,v
2019-12-13 06:36,1.108,0.053,0,0,0,0,v
2019-12-13 06:42,1.136,0.063,0,0,0,0,v
2019-12-13 06:48,1.129,0.052,0,0,0,0,v
2019-12-13 06:54,1.129,0.053,0,0,0,0,v
2019-12-13 07:00,1.141,0.061,0,0,0,0,v
2019-12-13 07:06,1.200,0.077,0,0,0,0,v
2019-12-13 07:12,1.215,0.098,0,0,0,0,v
2019-12-13 07:18,1.256,0.059,0,0,0,0,v
2019-12-13 07:24,1.289,0.059,0,0,0,0,v
2019-12-13 07:30,1.293,0.056,0,0,0,0,v
2019-12-13 07:36,1.302,0.058,0,0,0,0,v
2019-12-13 07:42,1.323,0.073,0,0,0,0,v
2019-12-13 07:48,1.338,0.094,0,0,0,0,v
2019-12-13 07:54,1.378,0.075,0,0,0,0,v
2019-12-13 08:00,1.417,0.066,0,0,0,0,v
2019-12-13 08:06,1.461,0.050,0,0,0,0,v
2019-12-13 08:12,1.492,0.064,0,0,0,0,v
2019-12-13 08:18,1.498,0.061,0,0,0,0,v
2019-12-13 08:24,1.525,0.057,0,0,0,0,v
2019-12-13 08:30,1.557,0.057,0,0,0,0,v
2019-12-13 08:36,1.574,0.055,0,0,0,0,v
2019-12-13 08:42,1.597,0.068,0,0,0,0,v
2019-12-13 08:48,1.645,0.089,0,0,0,0,v
2019-12-13 08:54,1.666,0.074,0,0,0,0,v
2019-12-13 09:00,1.697,0.062,0,0,0,0,v
2019-12-13 09:06,1.725,0.064,0,0,0,0,v
2019-12-13 09:12,1.749,0.088,0,0,0,0,v
2019-12-13 09:18,1.728,0.067,0,0,0,0,v
2019-12-13 09:24,1.788,0.073,0,0,0,0,v
2019-12-13 09:30,1.823,0.064,0,0,0,0,v
2019-12-13 09:36,1.847,0.068,0,0,0,0,v
2019-12-13 09:42,1.867,0.059,0,0,0,0,v
2019-12-13 09:48,1.903,0.068,0,0,0,0,v
2019-12-13 09:54,1.906,0.057,0,0,0,0,v
2019-12-13 10:00,1.913,0.052,0,0,0,0,v
2019-12-13 10:06,1.938,0.066,0,0,0,0,v
2019-12-13 10:12,1.951,0.082,0,0,0,0,v
2019-12-13 10:18,1.952,0.077,0,0,0,0,v
2019-12-13 10:24,2.001,0.060,0,0,0,0,v
2019-12-13 10:30,2.013,0.071,0,0,0,0,v
2019-12-13 10:36,2.023,0.085,0,0,0,0,v
2019-12-13 10:42,2.046,0.070,0,0,0,0,v
2019-12-13 10:48,2.067,0.083,0,0,0,0,v
2019-12-13 10:54,2.062,0.061,0,0,0,0,v
2019-12-13 11:00,2.037,0.070,0,0,0,0,v
2019-12-13 11:06,2.058,0.066,0,0,0,0,v
2019-12-13 11:12,2.066,0.093,0,0,0,0,v
2019-12-13 11:18,2.070,0.093,0,0,0,0,v
2019-12-13 11:24,2.082,0.102,0,0,0,0,v
2019-12-13 11:30,2.090,0.095,0,0,0,0,v
2019-12-13 11:36,2.079,0.086,0,0,0,0,v
2019-12-13 11:42,2.054,0.078,0,0,0,0,v
2019-12-13 11:48,2.061,0.084,0,0,0,0,v
2019-12-13 11:54,2.028,0.075,0,0,0,0,v
2019-12-13 12:00,1.992,0.084,0,0,0,0,v
2019-12-13 12:06,2.013,0.077,0,0,0,0,v
2019-12-13 12:12,2.012,0.080,0,0,0,0,v
2019-12-13 12:18,1.968,0.077,0,0,0,0,v
2019-12-13 12:24,1.965,0.105,0,0,0,0,v
2019-12-13 12:30,1.929,0.088,0,0,0,0,v
2019-12-13 12:36,1.913,0.086,0,0,0,0,v
2019-12-13 12:42,1.855,0.089,0,0,0,0,v
2019-12-13 12:48,1.826,0.087,0,0,0,0,v
2019-12-13 12:54,1.816,0.080,0,0,0,0,v
2019-12-13 13:00,1.762,0.085,0,0,0,0,v
2019-12-13 13:06,1.752,0.083,0,0,0,0,v
2019-12-13 13:12,1.716,0.097,0,0,0,0,v
2019-12-13 13:18,1.662,0.074,0,0,0,0,v
2019-12-13 13:24,1.608,0.072,0,0,0,0,v
2019-12-13 13:30,1.581,0.080,0,0,0,0,v
2019-12-13 13:36,1.508,0.094,0,0,0,0,v
2019-12-13 13:42,1.481,0.080,0,0,0,0,v
2019-12-13 13:48,1.439,0.068,0,0,0,0,v
2019-12-13 13:54,1.391,0.085,0,0,0,0,v
2019-12-13 14:00,1.295,0.069,0,0,0,0,v
2019-12-13 14:06,1.264,0.067,0,0,0,0,v
2019-12-13 14:12,1.220,0.068,0,0,0,0,v
2019-12-13 14:18,1.183,0.091,0,0,0,0,v
2019-12-13 14:24,1.139,0.088,0,0,0,0,v
2019-12-13 14:30,1.066,0.097,0,0,0,0,v
2019-12-13 14:36,1.011,0.095,0,0,0,0,v
2019-12-13 14:42,0.960,0.079,0,0,0,0,v
2019-12-13 14:48,0.898,0.076,0,0,0,0,v
2019-12-13 14:54,0.845,0.078,0,0,0,0,v
2019-12-13 15:00,0.782,0.099,0,0,0,0,v
2019-12-13 15:06,0.714,0.083,0,0,0,0,v
2019-12-13 15:12,0.663,0.098,0,0,0,0,v
2019-12-13 15:18,0.603,0.093,0,0,0,0,v
2019-12-13 15:24,0.568,0.106,0,0,0,0,v
2019-12-13 15:30,0.511,0.067,0,0,0,0,v
2019-12-13 15:36,0.511,0.090,0,0,0,0,v
2019-12-13 15:42,0.427,0.078,0,0,0,0,v
2019-12-13 15:48,0.378,0.082,0,0,0,0,v
2019-12-13 15:54,0.337,0.073,0,0,0,0,v
2019-12-13 16:00,0.293,0.085,0,0,0,0,v
2019-12-13 16:06,0.263,0.077,0,0,0,0,v
2019-12-13 16:12,0.244,0.090,0,0,0,0,v
2019-12-13 16:18,0.217,0.084,0,0,0,0,v
2019-12-13 16:24,0.146,0.091,0,0,0,0,v
2019-12-13 16:30,0.112,0.103,0,0,0,0,v
2019-12-13 16:36,0.063,0.080,0,0,0,0,v
2019-12-13 16:42,0.066,0.088,0,0,0,0,v
2019-12-13 16:48,0.009,0.078,0,0,0,0,v
2019-12-13 16:54,0.011,0.079,0,0,0,0,v
2019-12-13 17:00,-0.053,0.102,0,0,0,0,v
2019-12-13 17:06,-0.087,0.076,0,0,0,0,v
2019-12-13 17:12,-0.093,0.081,0,0,0,0,v
2019-12-13 17:18,-0.120,0.087,0,0,0,0,v
2019-12-13 17:24,-0.112,0.077,0,0,0,0,v
2019-12-13 17:30,-0.153,0.111,0,0,0,0,v
2019-12-13 17:36,-0.179,0.079,0,0,0,0,v
2019-12-13 17:42,-0.176,0.085,0,0,0,0,v
2019-12-13 17:48,-0.206,0.103,0,0,0,0,v
2019-12-13 17:54,-0.211,0.095,0,0,0,0,v
2019-12-13 18:00,-0.218,0.083,0,0,0,0,v
2019-12-13 18:06,-0.216,0.079,0,0,0,0,v
2019-12-13 18:12,-0.222,0.082,0,0,0,0,v
2019-12-13 18:18,-0.209,0.071,0,0,0,0,v
2019-12-13 18:24,-0.259,0.067,0,0,0,0,v
2019-12-13 18:30,-0.239,0.078,0,0,0,0,v
2019-12-13 18:36,-0.234,0.084,0,0,0,0,v
2019-12-13 18:42,-0.206,0.085,0,0,0,0,v
2019-12-13 18:48,-0.217,0.073,0,0,0,0,v
2019-12-13 18:54,-0.225,0.078,0,0,0,0,v
2019-12-13 19:00,-0.207,0.072,0,0,0,0,v
2019-12-13 19:06,-0.221,0.080,0,0,0,0,v
2019-12-13 19:12,-0.187,0.065,0,0,0,0,v
2019-12-13 19:18,-0.205,0.077,0,0,0,0,v
2019-12-13 19:24,-0.151,0.081,0,0,0,0,v
2019-12-13 19:30,-0.113,0.108,0,0,0,0,v
2019-12-13 19:36,-0.106,0.078,0,0,0,0,v
2019-12-13 19:42,-0.096,0.098,0,0,0,0,v
2019-12-13 19:48,-0.080,0.066,0,0,0,0,v
2019-12-13 19:54,-0.074,0.067,0,0,0,0,v
2019-12-13 20:00,-0.032,0.072,0,0,0,0,v
2019-12-13 20:06,0.021,0.071,0,0,0,0,v
2019-12-13 20:12,0.047,0.083,0,0,0,0,v
2019-12-13 20:18,0.050,0.053,0,0,0,0,v
2019-12-13 20:24,0.093,0.056,0,0,0,0,v
2019-12-13 20:30,0.132,0.056,0,0,0,0,v
2019-12-13 20:36,0.161,0.063,0,0,0,0,v
2019-12-13 20:42,0.215,0.066,0,0,0,0,v
2019-12-13 20:48,0.261,0.057,0,0,0,0,v
2019-12-13 20:54,0.279,0.049,0,0,0,0,v
2019-12-13 21:00,0.288,0.053,0,0,0,0,v
2019-12-13 21:06,0.342,0.060,0,0,0,0,v
2019-12-13 21:12,0.385,0.066,0,0,0,0,v
2019-12-13 21:18,0.430,0.058,0,0,0,0,v
2019-12-13 21:24,0.466,0.056,0,0,0,0,v
2019-12-13 21:30,0.522,0.072,0,0,0,0,v
2019-12-13 21:36,0.556,0.066,0,0,0,0,v
2019-12-13 21:42,0.578,0.065,0,0,0,0,v
2019-12-13 21:48,0.609,0.072,0,0,0,0,v
2019-12-13 21:54,0.667,0.055,0,0,0,0,v
2019-12-13 22:00,0.693,0.056,0,0,0,0,v
2019-12-13 22:06,0.714,0.054,0,0,0,0,v
2019-12-13 22:12,0.749,0.068,0,0,0,0,v
2019-12-13 22:18,0.784,0.056,0,0,0,0,v
2019-12-13 22:24,0.824,0.054,0,0,0,0,v
2019-12-13 22:30,0.858,0.061,0,0,0,0,v
2019-12-13 22:36,0.899,0.066,0,0,0,0,v
2019-12-13 22:42,0.946,0.072,0,0,0,0,v
2019-12-13 22:48,0.986,0.064,0,0,0,0,v
2019-12-13 22:54,1.003,0.051,0,0,0,0,v
2019-12-13 23:00,1.058,0.069,0,0,0,0,v
2019-12-13 23:06,1.081,0.060,0,0,0,0,v
2019-12-13 23:12,1.088,0.058,0,0,0,0,v
2019-12-13 23:18,1.128,0.056,0,0,0,0,v
2019-12-13 23:24,1.161,0.070,0,0,0,0,v
2019-12-13 23:30,1.197,0.050,0,0,0,0,v
2019-12-13 23:36,1.233,0.053,0,0,0,0,v
2019-12-13 23:42,1.266,0.052,0,0,0,0,v
2019-12-13 23:48,1.296,0.045,0,0,0,0,v
2019-12-13 23:54,1.322,0.046,0,0,0,0,v
2019-12-14 00:00,1.327,0.052,0,0,0,0,v
2019-12-14 00:06,1.355,0.059,0,0,0,0,v
2019-12-14 00:12,1.365,0.058,0,0,0,0,v
2019-12-14 00:18,1.377,0.057,0,0,0,0,v
2019-12-14 00:24,1.409,0.072,0,0,0,0,v
2019-12-14 00:30,1.435,0.055,0,0,0,0,v
2019-12-14 00:36,1.448,0.054,0,0,0,0,v
2019-12-14 00:42,1.451,0.048,0,0,0,0,v
2019-12-14 00:48,1.470,0.039,0,0,0,0,v
2019-12-14 00:54,1.476,0.059,0,0,0,0,v
2019-12-14 01:00,1.507,0.056,0,0,0,0,v
2019-12-14 01:06,1.523,0.045,0,0,0,0,v
2019-12-14 01:12,1.517,0.047,0,0,0,0,v
2019-12-14 01:18,1.541,0.050,0,0,0,0,v
2019-12-14 01:24,1.553,0.048,0,0,0,0,v
2019-12-14 01:30,1.559,0.049,0,0,0,0,v
2019-12-14 01:36,1.568,0.058,0,0,0,0,v
2019-12-14 01:42,1.573,0.049,0,0,0,0,v
2019-12-14 01:48,1.557,0.051,0,0,0,0,v
2019-12-14 01:54,1.556,0.065,0,0,0,0,v
2019-12-14 02:00,1.544,0.062,0,0,0,0,v
2019-12-14 02:06,1.545,0.055,0,0,0,0,v
2019-12-14 02:12,1.541,0.065,0,0,0,0,v
2019-12-14 02:18,1.524,0.056,0,0,0,0,v
2019-12-14 02:24,1.516,0.058,0,0,0,0,v
2019-12-14 02:30,1.487,0.057,0,0,0,0,v
2019-12-14 02:36,1.495,0.059,0,0,0,0,v
2019-12-14 02:42,1.497,0.052,0,0,0,0,v
2019-12-14 02:48,1.466,0.064,0,0,0,0,v
2019-12-14 02:54,1.450,0.071,0,0,0,0,v
2019-12-14 03:00,1.447,0.063,0,0,0,0,v
2019-12-14 03:06,1.419,0.070,0,0,0,0,v
2019-12-14 03:12,1.417,0.050,0,0,0,0,v
2019-12-14 03:18,1.413,0.052,0,0,0,0,v
2019-12-14 03:24,1.372,0.052,0,0,0,0,v
2019-12-14 03:30,1.377,0.053,0,0,0,0,v
2019-12-14 03:36,1.345,0.064,0,0,0,0,v
2019-12-14 03:42,1.343,0.054,0,0,0,0,v
2019-12-14 03:48,1.328,0.066,0,0,0,0,v
2019-12-14 03:54,1.303,0.054,0,0,0,0,v
2019-12-14 04:00,1.276,0.063,0,0,0,0,v
2019-12-14 04:06,1.273,0.058,0,0,0,0,v
2019-12-14 04:12,1.244,0.062,0,0,0,0,v
2019-12-14 04:18,1.229,0.054,0,0,0,0,v
2019-12-14 04:24,1.207,0.066,0,0,0,0,v
2019-12-14 04:30,1.188,0.050,0,0,0,0,v
2019-12-14 04:36,1.172,0.057,0,0,0,0,v
2019-12-14 04:42,1.153,0.044,0,0,0,0,v
2019-12-14 04:48,1.132,0.070,0,0,0,0,v
2019-12-14 04:54,1.125,0.066,0,0,0,0,v
2019-12-14 05:00,1.105,0.057,0,0,0,0,v
2019-12-14 05:06,1.089,0.065,0,0,0,0,v
2019-12-14 05:12,1.073,0.058,0,0,0,0,v
2019-12-14 05:18,1.056,0.052,0,0,0,0,v
2019-12-14 05:24,1.063,0.048,0,0,0,0,v
2019-12-14 05:30,1.035,0.055,0,0,0,0,v
2019-12-14 05:36,1.036,0.050,0,0,0,0,v
2019-12-14 05:42,1.034,0.060,0,0,0,0,v
2019-12-14 05:48,1.025,0.058,0,0,0,0,v
2019-12-14 05:54,1.038,0.061,0,0,0,0,v
2019-12-14 06:00,1.052,0.068,0,0,0,0,v
2019-12-14 06:06,1.049,0.065,0,0,0,0,v
2019-12-14 06:12,1.035,0.064,0,0,0,0,v
2019-12-14 06:18,1.042,0.056,0,0,0,0,v
2019-12-14 06:24,1.025,0.059,0,0,0,0,v
2019-12-14 06:30,1.047,0.055,0,0,0,0,v
2019-12-14 06:36,1.051,0.066,0,0,0,0,v
2019-12-14 06:42,1.058,0.055,0,0,0,0,v
2019-12-14 06:48,1.086,0.057,0,0,0,0,v
2019-12-14 06:54,1.086,0.056,0,0,0,0,v
2019-12-14 07:00,1.083,0.061,0,0,0,0,v
2019-12-14 07:06,1.108,0.057,0,0,0,0,v
2019-12-14 07:12,1.127,0.060,0,0,0,0,v
2019-12-14 07:18,1.122,0.061,0,0,0,0,v
2019-12-14 07:24,1.135,0.054,0,0,0,0,v
2019-12-14 07:30,1.145,0.055,0,0,0,0,v
2019-12-14 07:36,1.169,0.059,0,0,0,0,v
2019-12-14 07:42,1.188,0.071,0,0,0,0,v
2019-12-14 07:48,1.208,0.050,0,0,0,0,v
2019-12-14 07:54,1.238,0.054,0,0,0,0,v
2019-12-14 08:00,1.274,0.058,0,0,0,0,v
2019-12-14 08:06,1.277,0.048,0,0,0,0,v
2019-12-14 08:12,1.305,0.053,0,0,0,0,v
2019-12-14 08:18,1.327,0.048,0,0,0,0,v
2019-12-14 08:24,1.337,0.059,0,0,0,0,v
2019-12-14 08:30,1.376,0.040,0,0,0,0,v
2019-12-14 08:36,1.409,0.049,0,0,0,0,v
2019-12-14 08:42,1.402,0.057,0,0,0,0,v
2019-12-14 08:48,1.460,0.059,0,0,0,0,v
2019-12-14 08:54,1.481,0.072,0,0,0,0,v
2019-12-14 09:00,1.492,0.044,0,0,0,0,v
2019-12-14 09:06,1.533,0.047,0,0,0,0,v
2019-12-14 09:12,1.555,0.062,0,0,0,0,v
2019-12-14 09:18,1.570,0.049,0,0,0,0,v
2019-12-14 09:24,1.584,0.043,0,0,0,0,v
2019-12-14 09:30,1.628,0.084,0,0,0,0,v
2019-12-14 09:36,1.658,0.064,0,0,0,0,v
2019-12-14 09:42,1.680,0.071,0,0,0,0,v
2019-12-14 09:48,1.705,0.066,0,0,0,0,v
2019-12-14 09:54,1.743,0.055,0,0,0,0,v
2019-12-14 10:00,1.758,0.079,0,0,0,0,v
2019-12-14 10:06,1.778,0.093,0,0,0,0,v
2019-12-14 10:12,1.802,0.075,0,0,0,0,v
2019-12-14 10:18,1.819,0.049,0,0,0,0,v
2019-12-14 10:24,1.825,0.064,0,0,0,0,v
2019-12-14 10:30,1.858,0.069,0,0,0,0,v
2019-12-14 10:36,1.880,0.059,0,0,0,0,v
2019-12-14 10:42,1.895,0.055,0,0,0,0,v
2019-12-14 10:48,1.906,0.089,0,0,0,0,v
2019-12-14 10:54,1.935,0.048,0,0,0,0,v
2019-12-14 11:00,1.932,0.065,0,0,0,0,v
2019-12-14 11:06,1.950,0.071,0,0,0,0,v
2019-12-14 11:12,1.959,0.053,0,0,0,0,v
2019-12-14 11:18,2.007,0.057,0,0,0,0,v
2019-12-14 11:24,1.994,0.052,0,0,0,0,v
